"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.001555148E0,1.668641269E-1,1.395096779E-1,-7.281684875E-2
3.009459201E0,1.106537879E-1,1.401162148E-1,-4.172420502E-2
3.017363253E0,1.094017923E-1,9.579849243E-2,1.049852371E-2
3.025297824E0,1.053645909E-1,7.082176208E-2,1.228666306E-2
3.033201876E0,2.355475128E-1,6.221199036E-2,3.098487854E-2
3.041105929E0,3.017644286E-1,4.126834869E-2,-7.612228394E-3
3.049040500E0,3.498156965E-1,5.605030060E-2,-7.008886337E-2
3.056944552E0,3.774168789E-1,6.147813797E-2,-1.068735123E-2
3.064909640E0,4.251455367E-1,3.380870819E-2,1.321396828E-1
3.072813693E0,4.721083343E-1,3.996324539E-2,2.914843559E-1
3.080687228E0,4.020774364E-1,1.279401779E-2,3.812961578E-1
3.088591281E0,2.238628119E-1,4.270935059E-2,3.829216957E-1
3.096495334E0,1.609524190E-1,5.768203735E-2,3.540000916E-1
3.104429904E0,2.356767803E-1,-4.381656647E-3,2.919344902E-1
3.112364474E0,2.067885399E-1,-6.870746613E-3,1.607356071E-1
3.120268527E0,1.498506665E-1,3.596925735E-2,2.093720436E-1
3.128172580E0,2.252241820E-1,1.906394958E-2,2.483873367E-1
3.136137668E0,2.897723615E-1,1.480579376E-3,1.537547112E-1
3.144102755E0,3.548502326E-1,-3.801774979E-2,6.648063660E-2
3.152006808E0,2.396066040E-1,6.713867188E-3,7.702255249E-2
3.159880343E0,1.357106268E-1,5.240058899E-2,1.778302193E-1
3.167784396E0,1.597318947E-1,1.105628014E-1,3.644061089E-1
3.175688449E0,7.713019848E-2,1.377635002E-1,5.963039398E-1
3.183623019E0,1.491294354E-1,1.404104233E-1,7.759366035E-1
3.191527072E0,3.171232939E-1,9.112882614E-2,5.568432808E-1
3.199461642E0,2.338382006E-1,1.259818077E-1,1.118006706E-1
3.207426730E0,2.408194393E-1,1.194691658E-1,-2.033920288E-1
3.215330783E0,1.116893440E-1,8.193778992E-2,-5.640316010E-1
3.223265353E0,-2.326056361E-2,1.215596199E-1,-6.232366562E-1
3.231169406E0,2.139788866E-2,1.359448433E-1,-5.299091339E-1
3.239042941E0,4.062929749E-2,6.620597839E-2,-4.291300774E-1
3.246946994E0,9.927767515E-2,8.537101746E-2,1.144123077E-2
3.254851046E0,5.218270421E-2,1.021857262E-1,1.598734856E-1
3.262816134E0,-1.056344807E-1,1.132574081E-1,1.509523392E-1
3.270720187E0,-9.174984694E-2,1.341295242E-1,3.739871979E-1
3.278593722E0,-5.815431476E-2,1.282486916E-1,3.266186714E-1
3.286497775E0,2.544850111E-3,1.770534515E-1,-1.132655144E-1
3.294371310E0,6.916217804E-1,1.874876022E-2,-4.655327797E-1
3.302336398E0,3.275009394E-1,-1.378588676E-1,-2.388405800E-1
3.310240451E0,-4.134926200E-2,1.544728279E-1,2.272391319E-1
3.318236056E0,6.898453832E-2,8.014202118E-2,4.494643211E-1
3.326109591E0,1.957706511E-1,1.541709900E-2,4.723491669E-1
3.334044162E0,2.688614726E-1,-1.568937302E-2,4.873456955E-1
3.342039767E0,2.302614301E-1,1.240062714E-2,3.050327301E-2
3.349943820E0,4.377189279E-2,2.002429962E-2,-2.482113838E-1
3.357817355E0,-1.638031304E-1,-9.159994125E-2,-4.195041656E-1
3.365721408E0,4.743188620E-2,-3.427028656E-3,-6.084070206E-1
3.373594943E0,2.058276534E-1,-1.192064285E-1,3.925848007E-2
3.381590548E0,2.747626305E-1,-4.490756989E-2,1.259121895E-1
3.389494601E0,9.414884448E-2,4.947185516E-3,7.165622711E-2
3.397459689E0,1.241728663E-2,5.356645584E-2,2.655944824E-1
3.405272189E0,1.029973924E-1,-1.564025879E-3,4.224843979E-1
3.413176242E0,1.743897498E-1,3.679513931E-2,4.595875740E-1
3.421171847E0,6.400094926E-2,2.701616287E-2,4.585766792E-1
3.429075900E0,7.666870952E-3,6.469345093E-2,4.986157417E-1
3.437010470E0,1.486478746E-2,4.223966599E-2,5.436768532E-1
3.444945041E0,3.494454920E-2,6.860733032E-3,5.056467056E-1
3.452879611E0,5.468077958E-2,2.957487106E-2,3.347835541E-1
3.460844699E0,3.099538386E-2,2.018260956E-2,1.143321991E-1
3.468779269E0,9.760221094E-2,-4.410171509E-2,3.739166260E-2
3.476683322E0,1.630961746E-1,-7.656717300E-2,3.654813766E-2
3.484556857E0,1.485899389E-1,-1.418008804E-1,6.387996674E-2
3.492460910E0,1.510107368E-1,-1.343145370E-1,1.288943291E-1
3.500425998E0,1.468460113E-1,-1.074223518E-1,1.913518906E-1
3.508360568E0,6.491797417E-2,-1.019473076E-1,2.369890213E-1
3.516234103E0,2.535024285E-2,-6.367206573E-2,1.921949387E-1
3.524168673E0,-2.053421736E-2,-4.078912735E-2,8.350372314E-2
3.532072726E0,2.996996045E-2,-6.854534149E-3,2.335929871E-2
3.540037814E0,3.803129494E-2,-2.342748642E-2,-2.463817596E-2
3.547941867E0,-3.736665845E-2,-3.307962418E-2,-4.131746292E-2
3.555906955E0,-1.269808561E-1,-3.072738647E-2,-5.083322525E-2
3.563841525E0,-1.017690301E-1,-1.777172089E-3,-2.462387085E-2
3.571715060E0,-1.129268706E-1,-1.050901413E-2,8.014202118E-2
3.579680148E0,-1.121343672E-1,-4.042148590E-3,2.250213623E-1
3.587614718E0,-6.361734867E-2,-3.353643417E-2,2.909212112E-1
3.595549289E0,-4.144467413E-2,-4.414606094E-2,3.115224838E-1
3.603422824E0,4.618033767E-3,-5.321836472E-2,3.063907623E-1
3.611357394E0,1.986463368E-2,-8.171939850E-2,3.182210922E-1
3.619322482E0,-5.792051554E-3,-9.187650681E-2,2.061185837E-1
3.627257052E0,-3.680332005E-2,-9.578704834E-2,4.678058624E-2
3.635161105E0,-2.029088140E-2,-1.450047493E-1,-6.241750717E-2
3.643034640E0,-5.137869716E-2,-1.741747856E-1,-1.099905968E-1
3.650938693E0,-1.275513619E-1,-2.013630867E-1,-2.727127075E-2
3.658934298E0,-1.318476498E-1,-1.533756256E-1,6.913948059E-2
3.666838351E0,-1.195552200E-1,-1.524047852E-1,1.122627258E-1
3.674742404E0,-1.119468361E-1,-1.368541718E-1,1.312990189E-1
3.682646457E0,-1.207965463E-1,-9.064292908E-2,1.219406128E-1
3.690581027E0,-1.938708723E-1,-8.819866180E-2,6.278610229E-2
3.698546115E0,-1.305713505E-1,-5.072498322E-2,2.580070496E-2
3.706419650E0,-6.833395362E-2,-2.359247208E-2,-2.264356613E-2
3.714323703E0,6.997048855E-3,1.040935516E-2,-1.104259491E-2
3.722288791E0,6.650565565E-2,3.982353210E-2,3.150844574E-2
3.730223361E0,6.064099073E-2,3.853893280E-2,8.811092377E-2
3.738188449E0,9.316215664E-2,5.927658081E-2,1.371994019E-1
3.746153537E0,7.638970762E-2,8.014726639E-2,2.580451965E-1
3.754027072E0,1.139187962E-1,4.567050934E-2,3.432121277E-1
3.761992160E0,5.695730448E-2,5.101537704E-2,3.428335190E-1
3.769896212E0,1.079097390E-3,9.107971191E-2,2.044506073E-1
3.777861300E0,8.565828204E-3,1.104564667E-1,3.125858307E-2
3.785795871E0,8.988633752E-3,7.677650452E-2,-1.656017303E-1
3.793669406E0,5.006574094E-2,7.212591171E-2,-2.788743973E-1
3.801603976E0,6.170658767E-2,5.440092087E-2,-2.302637100E-1
3.809538546E0,4.863187671E-2,4.008388519E-2,-1.368937492E-1
3.817534152E0,8.231878281E-3,3.849220276E-2,-4.886436462E-2
3.825438205E0,-4.797667265E-2,3.463125229E-2,-8.841514587E-3
3.833372775E0,-2.051427960E-3,3.079271317E-2,6.466388702E-2
3.841246310E0,2.825693786E-2,1.960515976E-2,8.319377899E-2
3.849150363E0,4.158230126E-2,4.898023605E-2,1.353349686E-1
3.857145968E0,9.966775775E-3,7.351732254E-2,2.090740204E-1
3.865050021E0,-8.911341429E-4,7.157611847E-2,2.422466278E-1
3.872923556E0,-1.768867671E-2,9.563159943E-2,2.014636993E-1
3.880827609E0,-3.575742245E-2,1.096510887E-1,1.753950119E-1
3.888792697E0,-3.325913846E-2,1.234474182E-1,1.016292572E-1
3.896757785E0,3.213101625E-2,9.391641617E-2,9.029197693E-2
3.904661837E0,4.287078977E-2,7.616758347E-2,3.121376038E-2
3.912535373E0,8.081689477E-3,9.173870087E-2,-1.575279236E-2
3.920439425E0,-1.012833416E-2,7.134437561E-2,-4.592561722E-2
3.928343478E0,-1.005982757E-1,8.692312241E-2,-1.192455292E-1
3.936308566E0,-1.416022182E-1,1.100368500E-1,-1.066403389E-1
3.944212619E0,-1.212561280E-1,1.310429573E-1,-6.792306900E-2
3.952086154E0,-8.746980131E-2,1.139712334E-1,-1.981210709E-2
3.959990207E0,-2.807208896E-2,9.203481674E-2,1.875782013E-2
3.967894259E0,1.699446142E-2,1.105780602E-1,3.114700317E-2
3.975859347E0,3.202825785E-3,1.265792847E-1,5.803108215E-2
3.983763400E0,-4.283510149E-2,1.115789413E-1,8.725547791E-2
3.991636935E0,-8.288985491E-2,1.037311554E-1,1.021661758E-1
3.999540988E0,-7.220423222E-2,1.125288010E-1,1.243524551E-1
4.007445041E0,-8.290092647E-2,1.045880318E-1,1.656837463E-1
4.015410128E0,-8.185365796E-2,1.490778923E-1,1.497201920E-1
4.023314181E0,-7.459704578E-2,1.688413620E-1,9.597778320E-2
4.031187716E0,-7.276807725E-2,1.184492111E-1,-2.191400528E-2
4.039091769E0,-2.417692542E-2,1.463608742E-1,-1.393370628E-1
4.046995822E0,-5.304925144E-2,1.405243874E-1,-1.393032074E-1
4.054960910E0,-6.094223261E-2,1.326460838E-1,-1.203789711E-1
4.062864962E0,-6.741891801E-2,1.182155609E-1,-9.234905243E-2
4.070738498E0,-7.677115500E-2,1.259684563E-1,-1.689672470E-2
4.078642550E0,-3.160688281E-2,1.081781387E-1,7.952976227E-2
4.086546603E0,-8.020326495E-3,6.700897217E-2,8.697032928E-2
4.094511691E0,2.521367371E-2,8.343267441E-2,1.733293533E-1
4.102415744E0,8.263415098E-2,1.023879051E-1,2.859363556E-1
4.110289279E0,1.359051168E-1,9.217929840E-2,3.390092850E-1
4.118193332E0,1.608219892E-1,8.352375031E-2,3.304405212E-1
4.126097384E0,1.381688565E-1,8.120679855E-2,2.913537025E-1
4.134062472E0,1.683659106E-1,8.000946045E-2,1.598038673E-1
4.141966525E0,1.578735113E-1,7.320022583E-2,-2.143621445E-2
4.149840060E0,1.524204016E-1,6.588840485E-2,-2.023086548E-1
4.157744113E0,1.686514467E-1,5.854225159E-2,-3.855438232E-1
4.165648166E0,1.751596630E-1,3.939628601E-2,-4.755239487E-1
4.173613253E0,1.284498870E-1,6.147432327E-2,-5.036392212E-1
4.181486789E0,1.046674401E-1,6.084346771E-2,-4.368891716E-1
4.189360324E0,1.060525402E-1,4.663848877E-2,-3.898835182E-1
4.197264376E0,6.504914165E-2,4.537963867E-2,-3.627653122E-1
4.205168429E0,1.141142100E-1,4.265928268E-2,-2.405643463E-1
4.213133517E0,1.503054351E-1,4.096364975E-2,-1.262946129E-1
4.221037570E0,1.865891814E-1,8.093166351E-2,4.475545883E-2
4.228911105E0,1.996083558E-1,1.045746803E-1,1.724200249E-1
4.236815158E0,2.752205133E-1,1.350145340E-1,2.046041489E-1
4.244719210E0,3.281613588E-1,1.501293182E-1,1.537060738E-1
4.252714816E0,3.386640549E-1,1.616053581E-1,3.667211533E-2
4.260618869E0,3.258719146E-1,1.857862473E-1,-1.773233414E-1
4.268492404E0,2.158328146E-1,2.196965218E-1,-4.471592903E-1
4.276396457E0,1.705918014E-1,1.923093796E-1,-6.800403595E-1
4.284300509E0,1.013939828E-1,2.073683739E-1,-7.616147995E-1
4.292265597E0,1.263929307E-1,2.399239540E-1,-7.096610069E-1
4.300169650E0,1.454725116E-1,2.502923012E-1,-5.201163292E-1
4.308073703E0,1.817407906E-1,2.349720001E-1,-2.753267288E-1
4.315947238E0,2.024640292E-1,1.976308823E-1,-2.714109421E-2
4.323851291E0,2.011585385E-1,2.074060440E-1,2.007236481E-1
4.331816378E0,2.143394649E-1,2.018542290E-1,4.155988693E-1
4.339750949E0,2.739952803E-1,1.617212296E-1,5.409555435E-1
4.347624484E0,3.180111051E-1,1.499567032E-1,4.606947899E-1
4.355528537E0,3.935448825E-1,1.431288719E-1,3.006496429E-1
4.363432589E0,4.260560274E-1,1.752958298E-1,1.514105797E-1
4.371367160E0,3.961714208E-1,2.346491814E-1,-2.305555344E-2
4.379301730E0,4.109694362E-1,2.277178764E-1,-1.939554214E-1
4.387205783E0,4.096119106E-1,2.311606407E-1,-3.206181526E-1
4.395079318E0,3.422627747E-1,2.315587997E-1,-2.887916565E-1
4.402983371E0,3.002127409E-1,2.321143150E-1,-2.594609261E-1
4.410948459E0,2.666121125E-1,2.108254433E-1,-3.089084625E-1
4.418883029E0,2.627148926E-1,1.921620369E-1,-2.004837990E-1
4.426787082E0,2.564926744E-1,1.769208908E-1,-4.010248184E-2
4.434691134E0,2.339373082E-1,1.917033195E-1,9.542703629E-2
4.442595187E0,2.786208689E-1,1.933526993E-1,1.798114777E-1
4.450590793E0,2.926609814E-1,1.884431839E-1,2.374272346E-1
4.458494845E0,2.677368224E-1,1.765351295E-1,2.470312119E-1
4.466368380E0,1.972599924E-1,1.901350021E-1,1.877946854E-1
4.474272433E0,1.714532077E-1,1.598510742E-1,5.968904495E-2
4.482176486E0,1.348930299E-1,9.999656677E-2,-1.659774780E-1
4.490141574E0,9.886930138E-2,9.235906601E-2,-2.548480034E-1
4.498045626E0,4.635856301E-2,9.733533859E-2,-2.220768929E-1
4.505919162E0,-3.292613477E-2,1.417965889E-1,-1.183228493E-1
4.513823214E0,-2.258215100E-2,1.785979271E-1,8.940982819E-2
4.521727267E0,-3.940808028E-2,1.760883331E-1,2.171444893E-1
4.529692355E0,-3.788998723E-2,2.037887573E-1,4.204454422E-1
4.537596408E0,-7.448345423E-2,1.815462112E-1,4.511284828E-1
4.545500460E0,-4.825814813E-2,1.494731903E-1,4.987559319E-1
4.553404513E0,-3.034664690E-2,1.117687225E-1,5.038824081E-1
4.561308566E0,-8.531014621E-2,3.483486176E-2,4.761343002E-1
4.569273654E0,-1.177329123E-1,-2.363777161E-2,4.416875839E-1
4.577177707E0,-2.091417611E-1,-5.883932114E-2,4.579892159E-1
4.585051242E0,-2.095884979E-1,-8.447122574E-2,4.359879494E-1
4.592955294E0,-2.771116495E-1,-7.404565811E-2,4.474039078E-1
4.600828830E0,-2.851384878E-1,-8.709478378E-2,4.273672104E-1
4.608793918E0,-3.187278509E-1,-7.343244553E-2,3.639521599E-1
4.616697970E0,-3.223803937E-1,-8.559751511E-2,2.786002159E-1
4.624571505E0,-3.266299963E-1,-1.163392067E-1,2.335004807E-1
4.632475558E0,-3.498499095E-1,-1.531600952E-1,2.330484390E-1
4.640379611E0,-3.919142485E-1,-2.316727638E-1,3.225240707E-1
4.648344699E0,-4.358615279E-1,-3.583812714E-1,4.008913040E-1
4.656218234E0,-4.718614221E-1,-3.789310455E-1,3.996772766E-1
4.664091769E0,-4.336520731E-1,-4.009513855E-1,4.002237320E-1
4.671995822E0,-3.410353065E-1,-4.218459129E-1,4.646525383E-1
4.679899875E0,-2.612927854E-1,-4.251203537E-1,5.141496658E-1
4.687864962E0,-2.255058885E-1,-4.046039581E-1,5.063333511E-1
4.695769015E0,-2.496519685E-1,-3.992328644E-1,3.817806244E-1
4.703642550E0,-2.952389419E-1,-3.447642326E-1,2.796258926E-1
4.711546603E0,-3.238883913E-1,-3.224453926E-1,1.901817322E-1
4.719450656E0,-3.214138448E-1,-3.075695038E-1,1.488199234E-1
4.727385226E0,-3.646864891E-1,-3.115115166E-1,1.168222427E-1
4.735289279E0,-3.602672219E-1,-3.484115601E-1,7.966327667E-2
4.743162814E0,-4.153846800E-1,-3.750963211E-1,4.686927795E-2
4.751066867E0,-4.147271216E-1,-4.057550430E-1,8.296108246E-2
4.758970919E0,-4.088289738E-1,-4.069514275E-1,1.568794250E-1
4.766936007E0,-3.570181727E-1,-3.668742180E-1,2.519807816E-1
4.774840060E0,-3.429544866E-1,-3.006253242E-1,2.801885605E-1
4.782774630E0,-3.359130919E-1,-2.539520264E-1,2.728052139E-1
4.790709201E0,-3.193278015E-1,-2.227005959E-1,1.751937866E-1
4.798643771E0,-2.957011759E-1,-1.834979057E-1,6.914138794E-2
4.806608859E0,-3.152892590E-1,-1.576681137E-1,-3.114891052E-2
4.814543429E0,-3.024039567E-1,-1.141891479E-1,-1.064624786E-1
4.822478000E0,-3.693897426E-1,-1.275677681E-1,-2.475914955E-1
4.830382052E0,-3.700954318E-1,-1.206393242E-1,-3.088655472E-1
4.838286105E0,-3.382811844E-1,-1.119647026E-1,-3.457598686E-1
4.846251193E0,-2.807339132E-1,-1.455903053E-1,-2.443275452E-1
4.854155246E0,-2.520829439E-1,-1.210417747E-1,-1.625294685E-1
4.862028781E0,-2.034033239E-1,-1.142330170E-1,-2.666473389E-3
4.869932834E0,-2.394000739E-1,-7.701444626E-2,2.518510818E-1
4.877836886E0,-2.737976611E-1,-1.465034485E-2,4.481267929E-1
4.885801974E0,-2.612304688E-1,1.175975800E-2,4.840526581E-1
4.893797580E0,-2.081945240E-1,1.325941086E-2,4.464273453E-1
4.901732150E0,-2.009479702E-1,1.823043823E-2,4.049100876E-1
4.909666720E0,-2.202716172E-1,6.011915207E-2,4.361600876E-1
4.917570773E0,-2.598112822E-1,7.256841660E-2,4.080266953E-1
4.925535861E0,-1.927044988E-1,1.008810997E-1,3.924551010E-1
4.933470431E0,-1.518210322E-1,1.092219353E-1,3.726100922E-1
4.941374484E0,-1.531428993E-1,9.573507309E-2,3.361701965E-1
4.949248019E0,-6.740911305E-2,1.154890060E-1,3.381958008E-1
4.957152072E0,-3.314000368E-2,8.698844910E-2,2.925672531E-1
4.965147677E0,1.011973619E-2,1.251130104E-1,2.663545609E-1
4.973051730E0,3.132200986E-2,1.489295959E-1,3.119230270E-1
4.980925265E0,5.037955940E-2,1.417546272E-1,3.645877838E-1
4.988829318E0,1.246901900E-1,1.319923401E-1,3.742914200E-1
4.996763888E0,1.351562589E-1,1.238441467E-1,3.581914902E-1
5.004759494E0,7.679633051E-2,1.197204590E-1,3.043079376E-1
5.012633029E0,3.802423179E-2,1.289935112E-1,2.223501205E-1
5.020567599E0,-1.493775845E-2,8.429145813E-2,1.269025803E-1
5.028502169E0,8.267223835E-3,7.694387436E-2,2.251434326E-2
5.036406222E0,-5.294252932E-2,7.146549225E-2,-8.152866364E-2
5.044401828E0,-7.696050406E-2,6.593322754E-2,-1.209087372E-1
5.052305880E0,-3.979365528E-2,3.221225739E-2,-1.415138245E-1
5.060148898E0,-1.315702498E-2,2.353000641E-2,-1.030158997E-1
5.068083468E0,2.739655972E-2,3.712177277E-3,-3.396129608E-2
5.075987521E0,4.404064268E-2,2.304744720E-2,3.452396393E-2
5.083952609E0,1.345877349E-2,2.386760712E-2,6.907272339E-2
5.091856662E0,2.662389725E-2,5.824565887E-3,8.667755127E-2
5.099791232E0,2.363070846E-3,-1.451063156E-2,6.113433838E-2
5.107695285E0,8.242651820E-3,-3.947114944E-2,9.168624878E-3
5.115634035E0,-1.355320215E-2,-3.549242020E-2,2.571105957E-3
5.123568605E0,-3.674557805E-2,-1.461029053E-2,-1.709938049E-3
5.131503176E0,2.569854259E-4,-3.289699554E-3,-5.148410797E-2
5.139376711E0,5.815273523E-2,4.375171661E-2,-7.240962982E-2
5.147311281E0,1.317244470E-1,1.004357338E-1,-4.813194275E-3
5.155215334E0,1.615865082E-1,1.188397408E-1,2.444648743E-2
5.163180422E0,1.311541945E-1,1.273012161E-1,-2.266883850E-2
5.171084475E0,9.366500378E-2,1.304435730E-1,-1.005468369E-1
5.178958010E0,6.360867620E-2,9.770679474E-2,-1.257705688E-1
5.186831545E0,4.370581359E-2,3.911972046E-2,-1.321578026E-1
5.194735598E0,4.576837271E-2,4.624414444E-2,-6.264591217E-2
5.202700686E0,5.285654217E-2,2.310895920E-2,3.022861481E-2
5.210635256E0,3.919899464E-4,7.704257965E-3,1.083726883E-1
5.218508791E0,2.223844826E-2,2.832031250E-2,1.002559662E-1
5.226443361E0,9.642903507E-2,5.851125717E-2,1.567783356E-1
5.234347414E0,1.152950674E-1,8.612346649E-2,1.511716843E-1
5.242312502E0,1.411876827E-1,1.014990807E-1,1.768655777E-1
5.250247072E0,1.429172307E-1,1.091732979E-1,1.526288986E-1
5.258151125E0,1.471806467E-1,1.280465126E-1,1.313123703E-1
5.266055178E0,1.131571010E-1,1.368474960E-1,6.963157654E-2
5.273959230E0,1.317717433E-1,1.213245392E-1,-6.157875061E-3
5.281954836E0,1.476214528E-1,1.341838837E-1,-1.032667160E-1
5.289828371E0,1.247715205E-1,1.372256279E-1,-1.643095016E-1
5.297732424E0,1.867863685E-1,1.637015343E-1,-2.178530693E-1
5.305636477E0,1.826794595E-1,1.376247406E-1,-2.523584366E-1
5.313571047E0,2.060460746E-1,1.881361008E-1,-2.318058014E-1
5.321566652E0,2.016967237E-1,1.789412498E-1,-2.233538628E-1
5.329531740E0,2.299714088E-1,1.582865715E-1,-1.625928879E-1
5.337405275E0,2.456775457E-1,1.378431320E-1,-1.618394852E-1
5.345339846E0,3.204103410E-1,1.079854965E-1,-1.300835609E-1
5.353243898E0,3.228000402E-1,8.091115952E-2,-5.071163177E-2
5.361239504E0,3.464987278E-1,8.278989792E-2,2.851104736E-2
5.369143557E0,3.587451279E-1,6.853199005E-2,1.935176849E-1
5.377047609E0,3.426406384E-1,6.190824509E-2,2.887973785E-1
5.384951662E0,3.269416988E-1,6.018114090E-2,3.074007034E-1
5.392855715E0,3.135586679E-1,6.728887558E-2,2.259550095E-1
5.400820803E0,2.640640140E-1,6.919145584E-2,1.208505630E-1
5.408724855E0,2.505090833E-1,8.995580673E-2,1.116371155E-2
5.416659426E0,2.181034684E-1,1.491255760E-1,9.158134460E-3
5.424563479E0,1.480632424E-1,1.535587311E-1,-7.425308228E-3
5.432467531E0,9.311680496E-2,1.602344513E-1,-4.544067383E-2
5.440432619E0,2.463719994E-2,1.838264465E-1,-1.651382446E-2
5.448397707E0,-2.192534506E-2,1.765513420E-1,1.463699341E-2
5.456271242E0,-4.630307853E-2,1.840643883E-1,7.663249969E-2
5.464205813E0,-6.053133309E-2,1.631793976E-1,1.671390533E-1
5.472140383E0,5.625747144E-3,1.800322533E-1,2.508430481E-1
5.480135988E0,3.549565747E-2,1.848015785E-1,3.034954071E-1
5.488040041E0,3.027335554E-2,1.873693466E-1,3.033523560E-1
5.495944094E0,2.525200322E-2,2.131314278E-1,2.917490005E-1
5.503909182E0,3.002771363E-2,2.090220451E-1,1.660032272E-1
5.511813234E0,2.277934924E-2,2.281427383E-1,6.947422028E-2
5.519778322E0,-1.082264259E-2,2.228469849E-1,3.073024750E-2
5.527712893E0,-2.778747678E-2,2.321805954E-1,4.448032379E-2
5.535586428E0,-1.727387309E-3,2.249021530E-1,7.249641418E-2
5.543490480E0,4.626231641E-2,2.249851227E-1,9.081840515E-2
5.551394533E0,4.953989387E-2,1.987075806E-1,1.139507294E-1
5.559359621E0,7.016006857E-2,1.791105270E-1,5.124092102E-2
5.567233156E0,1.222697049E-1,1.490306854E-1,-6.351947784E-2
5.575167727E0,1.528776586E-1,1.423993111E-1,-1.444182396E-1
5.583071779E0,1.637747735E-1,1.356544495E-1,-2.012987137E-1
5.590975832E0,1.803985238E-1,1.242051125E-1,-2.247214317E-1
5.598940920E0,1.597945988E-1,1.129508018E-1,-2.339162827E-1
5.606844973E0,1.814032197E-1,1.096162796E-1,-1.310882568E-1
5.614718508E0,1.956184059E-1,1.102452278E-1,4.727649689E-2
5.622622561E0,2.051759213E-1,9.753227234E-2,2.249412537E-1
5.630526613E0,2.343516052E-1,9.693050385E-2,2.636518478E-1
5.638461184E0,2.716051936E-1,7.444810867E-2,2.714681625E-1
5.646395754E0,2.261423916E-1,4.685974121E-2,2.388057709E-1
5.654269289E0,1.844730675E-1,1.645517349E-2,1.920738220E-1
5.662234377E0,1.643995643E-1,9.683132172E-3,1.264028549E-1
5.670229982E0,1.654064059E-1,-6.962299347E-3,2.741622925E-2
5.678225588E0,1.604606509E-1,-4.471778870E-3,-8.352851868E-2
5.686099123E0,1.809131056E-1,-1.719951630E-3,-8.691596985E-2
5.694033693E0,1.479224414E-1,2.051162720E-2,-1.312251091E-1
5.701937746E0,1.194363981E-1,6.214570999E-2,-1.685223579E-1
5.709841799E0,1.197151244E-1,9.673023224E-2,-1.867537498E-1
5.717806887E0,1.466583014E-1,8.332204819E-2,-1.929388046E-1
5.725710939E0,1.572525352E-1,1.051230431E-1,-2.417292595E-1
5.733584475E0,1.325531900E-1,1.095390320E-1,-2.948732376E-1
5.741549563E0,1.134293303E-1,1.233587265E-1,-3.478970528E-1
5.749484133E0,4.906763136E-2,1.111068726E-1,-3.580074310E-1
5.757449221E0,2.763078921E-2,1.304340363E-1,-2.894220352E-1
5.765383791E0,2.698918246E-2,1.508507729E-1,-1.713109016E-1
5.773257326E0,5.225341022E-2,1.173553467E-1,-1.569175720E-2
5.781191896E0,8.206684887E-2,1.278514862E-1,1.417026520E-1
5.789095949E0,1.026330143E-1,1.170921326E-1,2.055215836E-1
5.797030520E0,1.381581277E-1,1.179132462E-1,2.432727814E-1
5.804965090E0,9.573729336E-2,1.469230652E-1,2.670297623E-1
5.812930178E0,5.465619639E-2,1.894164085E-1,2.291421890E-1
5.820864748E0,5.934968218E-2,1.808967590E-1,1.295137405E-1
5.828768801E0,8.472160250E-2,2.005906105E-1,3.912925720E-3
5.836733889E0,9.459304810E-2,1.698961258E-1,-1.287851334E-1
5.844668459E0,8.644715697E-2,1.849236488E-1,-1.658687592E-1
5.852541994E0,1.008589268E-1,1.600317955E-1,-1.412363052E-1
5.860507082E0,7.399621606E-2,1.190686226E-1,-4.045963287E-2
5.868411135E0,7.060670108E-2,1.171536446E-1,9.811592102E-2
5.876498293E0,7.514587045E-2,1.153717041E-1,1.384344101E-1
5.884402346E0,9.048311412E-2,1.351227760E-1,1.787548065E-1
5.892275881E0,8.172136545E-2,1.305561066E-1,1.905870438E-1
5.900210451E0,5.551683903E-2,1.636834145E-1,9.508991241E-2
5.908114504E0,3.503434360E-2,1.576609612E-1,-6.207990646E-2
5.916110109E0,4.790429026E-2,1.846160889E-1,-1.111316681E-1
5.924014162E0,2.727523446E-3,1.854524612E-1,-1.483573914E-1
